year,division_name,crime_category,crime_subtype,incidents_reported,incidents_cleared,count_
2022,D31,Crimes Against Property,Theft Over $5000,23,2,23
2015,D12,Crimes Against Property,Break & Enter-Commercial,13,7,13
2015,D33,Crimes Against the Person,Robbery-Financial,1,1,1
2022,D33,Crimes Against Property,Theft Under $5000,340,21,340
2018,D53,Crimes Against Property,Auto Theft,19,6,19
2014,D41,Crimes Against Property,Break & Enter-Apartment,18,5,18
2020,D41,Criminal Code Traffic,Other,27,27,27
2016,D11,Crimes Against Property,Theft Under $5000,95,66,95
2019,D13,Crimes Against Property,Auto Theft,17,2,17
2022,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1
2022,D14,Crimes Against Property,Break & Enter-Other,3,1,3
2020,D31,Crimes Against Property,Theft Under $5000,524,101,524
2023,D41,Crimes Against Property,Other,171,48,171
2017,D23,Crimes Against Property,Fraud,6,2,6
2018,D32,Crimes Against Property,Break & Enter-Commercial,5,2,5
2014,D41,Crimes Against the Person,Assault,29,17,29
2015,D41,Crimes Against Property,Break & Enter-House,8,4,8
2016,D14,Crimes Against the Person,Robbery-Other,47,22,47
2016,D22,Crimes Against Property,Theft Under $5000,81,16,81
2017,D13,Crimes Against the Person,Robbery-Other,16,6,16
2019,D53,Controlled Drugs and Substances Act,Other,3,3,3
2015,D32,Crimes Against Property,Fraud,18,1,18
2023,D23,Crimes Against Property,Break & Enter-Apartment,4,1,4
2022,D52,Crimes Against Property,Other,110,29,110
2016,D52,Crimes Against Property,Theft Over $5000,7,1,7
2015,D14,Crimes Against the Person,Attempt Murder,3,3,3
2015,D51,Other Federal Statute Violations,Other,1,1,1
2018,D31,Crimes Against Property,Break & Enter-Apartment,14,4,14
2022,D11,Crimes Against Property,Break & Enter-Other,3,1,3
2023,D53,Crimes Against Property,Break & Enter-Other,5,1,5
2014,D31,Crimes Against Property,Break & Enter-Other,6,3,6
2020,D22,Criminal Code Traffic,Other,4,4,4
2016,D22,Crimes Against Property,Other,91,11,91
2022,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6,6
2016,D52,Crimes Against Property,Theft Over $5000,18,2,18
2021,D43,Crimes Against Property,Theft Under $5000,80,3,80
2021,D33,Criminal Code Traffic,Other,2,1,2
2023,D43,Crimes Against the Person,Sexual Violation,8,2,8
2022,D52,Crimes Against Property,Break & Enter-Other,6,2,6
2018,D55,Crimes Against the Person,Other,11,8,11
2016,D11,Crimes Against the Person,Sexual Violation,9,5,9
2022,D55,Crimes Against Property,Break & Enter-Apartment,18,4,18
2014,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1,2
2014,D55,Controlled Drugs and Substances Act,Other,54,53,54
2022,D22,Controlled Drugs and Substances Act,Other,18,14,18
2020,D53,Criminal Code Traffic,Other,5,4,5
2020,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,4,6
2017,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5,5
2018,D12,Crimes Against the Person,Assault,60,43,60
2020,D32,Crimes Against the Person,Other,11,8,11
2016,D55,Crimes Against Property,Break & Enter-Apartment,3,1,3
2017,D14,Crimes Against the Person,Other,22,16,22
2016,D43,Crimes Against Property,Fraud,38,7,38
2022,D52,Crimes Against Property,Break & Enter-Commercial,68,13,68
2016,D55,Criminal Code Traffic,Other,7,6,7
2015,D42,Crimes Against Property,Theft Over $5000,3,2,3
2022,D33,Criminal Code Traffic,Other,13,12,13
2017,D52,Crimes Against Property,Theft Over $5000,6,1,6
2016,D32,Criminal Code Traffic,Other,10,10,10
2014,D14,Crimes Against the Person,Sexual Violation,7,5,7
2017,D32,Crimes Against Property,Auto Theft,31,3,31
2023,D12,Crimes Against Property,Fraud,12,1,12
2023,D55,Crimes Against Property,Auto Theft,79,4,79
2020,D11,Crimes Against Property,Break & Enter-Commercial,5,2,5
2021,D32,Crimes Against Property,Auto Theft,44,1,44
2021,D33,Crimes Against the Person,Sexual Violation,24,11,24
2020,D14,Other Criminal Code Violations,Other,160,148,160
2016,D41,Crimes Against the Person,Robbery-Other,38,20,38
2018,D12,Crimes Against the Person,Attempt Murder,2,2,2
2018,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,9,9
2015,D43,Crimes Against Property,Fraud,18,6,18
2023,D22,Controlled Drugs and Substances Act,Other,5,3,5
2017,D55,Other Criminal Code Violations,Other,67,67,67
2014,D14,Crimes Against the Person,Robbery-Other,18,13,18
2016,D32,Other Federal Statute Violations,Other,1,1,1
2023,D32,Crimes Against Property,Theft Over $5000,14,1,14
2015,D33,Crimes Against Property,Theft Under $5000,241,89,241
2014,D22,Crimes Against Property,Break & Enter-Commercial,17,6,17
2018,D11,Crimes Against the Person,Robbery-Other,23,10,23
2021,D12,Crimes Against Property,Break & Enter-House,3,1,3
2014,D32,Crimes Against Property,Break & Enter-Other,1,1,1
2023,D41,Crimes Against the Person,Other,43,24,43
2019,D22,Crimes Against the Person,Assault,12,8,12
2014,D43,Crimes Against Property,Theft Under $5000,97,38,97
2022,D53,Crimes Against Property,Break & Enter-House,10,3,10
2021,D22,Controlled Drugs and Substances Act,Other,1,1,1
2014,D41,Crimes Against Property,Theft Under $5000,396,154,396
2014,D32,Crimes Against the Person,Assault,4,3,4
2023,D55,Crimes Against Property,Break & Enter-Other,3,1,3
2016,D55,Crimes Against Property,Break & Enter-Commercial,6,3,6
2022,D14,Crimes Against the Person,Assault,104,71,104
2014,D22,Crimes Against Property,Theft Over $5000,7,2,7
2014,D11,Crimes Against Property,Break & Enter-House,7,2,7
2016,D55,Controlled Drugs and Substances Act,Other,11,9,11
2019,D33,Crimes Against Property,Theft Under $5000,107,17,107
2014,D33,Crimes Against Property,Theft Under $5000,84,20,84
2015,D55,Crimes Against Property,Theft Over $5000,2,1,2
2023,D33,Crimes Against the Person,Sexual Violation,24,13,24
2017,NSA,Other Criminal Code Violations,Other,1,1,1
2014,D14,Crimes Against Property,Theft Under $5000,1,1,1
2016,D12,Crimes Against the Person,Other,4,1,4
2022,D13,Crimes Against Property,Break & Enter-Commercial,12,3,12
2019,D41,Crimes Against Property,Theft Under $5000,47,7,47
2015,D33,Crimes Against Property,Break & Enter-Apartment,3,1,3
2017,D22,Crimes Against Property,Theft Over $5000,27,8,27
2014,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,10,11
2014,D14,Crimes Against Property,Theft Under $5000,120,22,120
2016,D53,Crimes Against the Person,Sexual Violation,6,3,6
2014,D22,Crimes Against Property,Break & Enter-Apartment,14,8,14
2017,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7,7
2019,D53,Crimes Against the Person,Other,17,10,17
2015,D41,Crimes Against Property,Fraud,24,8,24
2018,D33,Crimes Against Property,Other,6,2,6
2018,D33,Crimes Against Property,Fraud,46,4,46
2021,D14,Crimes Against Property,Break & Enter-Commercial,11,3,11
2023,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,5,9
2022,D55,Controlled Drugs and Substances Act,Other,6,6,6
2016,D43,Crimes Against Property,Break & Enter-House,30,5,30
2015,D32,Crimes Against the Person,Other,13,7,13
2018,D33,Crimes Against Property,Fraud,37,3,37
2017,D51,Controlled Drugs and Substances Act,Other,4,3,4
2017,D53,Crimes Against Property,Break & Enter-Apartment,17,5,17
2016,D22,Crimes Against the Person,Assault,40,27,40
2014,D41,Crimes Against Property,Theft Over $5000,6,2,6
2023,D51,Crimes Against Property,Break & Enter-Commercial,11,1,11
2016,D11,Crimes Against Property,Break & Enter-Other,2,1,2
2019,D55,Crimes Against Property,Auto Theft,29,7,29
2017,D23,Other Criminal Code Violations,Other,24,24,24
2017,D43,Crimes Against Property,Fraud,89,18,89
2020,D14,Crimes Against Property,Break & Enter-Commercial,29,9,29
2016,D32,Crimes Against Property,Other,30,8,30
2015,D55,Crimes Against the Person,Robbery-Financial,1,1,1
2014,D23,Controlled Drugs and Substances Act,Other,10,10,10
2016,D55,Crimes Against the Person,Other,21,14,21
2015,D33,Criminal Code Traffic,Other,2,1,2
2023,D13,Crimes Against Property,Break & Enter-Commercial,8,2,8
2023,D31,Crimes Against the Person,Assault,175,119,175
2017,D41,Other Criminal Code Violations,Other,37,35,37
2014,D22,Other Federal Statute Violations,Other,1,1,1
2014,NSA,Crimes Against the Person,Assault,79,52,79
2015,D14,Crimes Against Property,Auto Theft,17,3,17
2015,D11,Crimes Against Property,Theft Under $5000,25,2,25
2023,D23,Other Criminal Code Violations,Other,26,18,26
2020,D42,Crimes Against the Person,Sexual Violation,5,3,5
2023,D31,Crimes Against Property,Break & Enter-Other,14,2,14
2019,D23,Crimes Against the Person,Robbery-Other,1,1,1
2017,D43,Crimes Against Property,Fraud,58,8,58
2015,D42,Crimes Against the Person,Other,31,18,31
2022,D51,Crimes Against the Person,Other,54,33,54
2017,D55,Crimes Against the Person,Sexual Violation,7,4,7
2015,D53,Crimes Against Property,Break & Enter-House,3,1,3
2017,D32,Crimes Against the Person,Assault,89,51,89
2019,D43,Crimes Against the Person,Robbery-Other,20,7,20
2014,D12,Crimes Against the Person,Other,11,8,11
2017,D32,Crimes Against the Person,Assault,20,14,20
2018,D32,Criminal Code Traffic,Other,5,5,5
2016,D12,Criminal Code Traffic,Other,11,11,11
2021,NSA,Crimes Against Property,Break & Enter-Apartment,12,4,12
2016,D12,Other Criminal Code Violations,Other,26,23,26
2022,D14,Crimes Against Property,Break & Enter-House,8,7,8
2023,D53,Crimes Against Property,Break & Enter-Other,6,1,6
2017,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,32,27,32
2016,D41,Crimes Against Property,Theft Under $5000,411,158,411
2016,D33,Crimes Against Property,Theft Over $5000,8,4,8
2023,D53,Crimes Against Property,Other,33,2,33
2017,D33,Criminal Code Traffic,Other,8,8,8
2022,D55,Criminal Code Traffic,Other,13,12,13
2018,D12,Criminal Code Traffic,Other,7,7,7
2020,D12,Crimes Against the Person,Attempt Murder,1,1,1
2018,D11,Controlled Drugs and Substances Act,Other,9,9,9
2014,D22,Crimes Against the Person,Assault,141,92,141
2023,D23,Crimes Against the Person,Robbery-Other,47,23,47
2019,D22,Crimes Against Property,Break & Enter-House,33,10,33
2017,D43,Other Criminal Code Violations,Other,29,25,29
2018,D55,Other Criminal Code Violations,Other,54,48,54
2022,D55,Crimes Against Property,Break & Enter-Apartment,7,2,7
2015,D12,Crimes Against the Person,Other,16,12,16
2021,D53,Crimes Against the Person,Assault,24,19,24
2020,D51,Crimes Against the Person,Robbery-Other,113,39,113
2015,D53,Criminal Code Traffic,Other,3,3,3
2016,D32,Criminal Code Traffic,Other,2,2,2
2016,D43,Crimes Against Property,Break & Enter-House,13,2,13
2017,D12,Criminal Code Traffic,Other,4,4,4
2021,D31,Crimes Against Property,Fraud,103,6,103
2020,D42,Crimes Against the Person,Sexual Violation,23,14,23
2018,D12,Crimes Against Property,Other,1,1,1
2018,D14,Crimes Against Property,Theft Over $5000,9,2,9
2021,D14,Controlled Drugs and Substances Act,Other,1,1,1
2014,D14,Crimes Against Property,Break & Enter-Commercial,7,2,7
2023,D43,Other Criminal Code Violations,Other,24,19,24
2018,D55,Crimes Against Property,Fraud,16,5,16
2020,D53,Crimes Against Property,Break & Enter-Commercial,57,15,57
2018,D14,Crimes Against Property,Break & Enter-House,15,4,15
2019,D42,Crimes Against Property,Other,47,12,47
2018,D32,Crimes Against Property,Other,325,262,325
2015,D12,Crimes Against Property,Fraud,45,10,45
2017,D22,Crimes Against Property,Break & Enter-Apartment,8,5,8
2016,D22,Criminal Code Traffic,Other,6,5,6
2014,D22,Crimes Against Property,Break & Enter-Commercial,5,2,5
2018,D51,Crimes Against Property,Theft Under $5000,1126,194,1126
2020,D22,Crimes Against Property,Auto Theft,34,1,34
2015,D43,Crimes Against the Person,Sexual Violation,4,4,4
2016,D11,Crimes Against the Person,Assault,20,17,20
2014,D13,Crimes Against Property,Fraud,21,12,21
2017,D31,Crimes Against Property,Theft Under $5000,476,134,476
2021,D23,Crimes Against Property,Break & Enter-Commercial,5,1,5
2016,D12,Crimes Against Property,Theft Under $5000,62,15,62
2019,D53,Crimes Against Property,Fraud,30,1,30
2016,D52,Crimes Against Property,Break & Enter-Apartment,12,4,12
2021,D32,Crimes Against Property,Break & Enter-House,14,2,14
2021,D52,Criminal Code Traffic,Other,22,20,22
2014,D53,Criminal Code Traffic,Other,5,5,5
2023,D52,Crimes Against the Person,Assault,2,1,2
2021,D43,Crimes Against Property,Break & Enter-House,11,5,11
2020,D51,Crimes Against Property,Theft Under $5000,70,3,70
2017,D23,Crimes Against Property,Auto Theft,50,3,50
2023,D42,Crimes Against Property,Break & Enter-House,12,3,12
2014,D12,Crimes Against Property,Break & Enter-Commercial,3,1,3
2017,D41,Crimes Against the Person,Assault,15,8,15
2014,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6,6
2015,D41,Crimes Against the Person,Sexual Violation,14,9,14
2021,D53,Crimes Against Property,Theft Over $5000,8,2,8
2022,D32,Crimes Against the Person,Other,11,4,11
2020,D12,Crimes Against the Person,Robbery-Other,2,1,2
2014,D23,Controlled Drugs and Substances Act,Other,55,53,55
2015,D23,Crimes Against the Person,Assault,103,71,103
2017,D55,Crimes Against Property,Break & Enter-Commercial,12,5,12
2014,D11,Crimes Against the Person,Other,13,6,13
2017,D55,Crimes Against Property,Other,1,1,1
2021,D52,Crimes Against Property,Other,108,31,108
2018,D22,Crimes Against Property,Fraud,37,3,37
2023,D53,Crimes Against Property,Break & Enter-Commercial,49,13,49
2021,D42,Crimes Against the Person,Assault,79,52,79
2016,D53,Other Federal Statute Violations,Other,1,1,1
2020,D43,Crimes Against Property,Break & Enter-House,10,3,10
2014,D53,Crimes Against Property,Other,37,19,37
2020,D33,Crimes Against Property,Fraud,52,1,52
2022,D33,Crimes Against Property,Break & Enter-House,3,1,3
2014,D43,Crimes Against the Person,Assault,100,86,100
2019,D42,Crimes Against Property,Break & Enter-House,24,1,24
2019,D42,Crimes Against the Person,Other,38,13,38
2022,D11,Other Criminal Code Violations,Other,53,47,53
2017,D53,Criminal Code Traffic,Other,2,2,2
2017,D14,Crimes Against the Person,Other,6,3,6
2014,D32,Crimes Against Property,Other,110,30,110
2023,D11,Crimes Against the Person,Assault,111,64,111
2015,D55,Crimes Against Property,Break & Enter-House,29,3,29
2023,D11,Other Criminal Code Violations,Other,2,2,2
2020,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,15,10,15
2018,D12,Criminal Code Traffic,Other,4,4,4
2022,D13,Crimes Against Property,Break & Enter-House,3,1,3
2021,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1,2
2014,D55,Crimes Against the Person,Other,51,31,51
2014,D53,Crimes Against Property,Break & Enter-Apartment,12,4,12
2015,D43,Other Criminal Code Violations,Other,35,35,35
2018,D43,Crimes Against Property,Break & Enter-Commercial,4,1,4
2015,D13,Crimes Against Property,Break & Enter-Commercial,9,2,9
2021,D43,Crimes Against Property,Fraud,62,4,62
2022,D52,Crimes Against the Person,Other,55,39,55
2022,D43,Crimes Against the Person,Robbery-Other,1,1,1
2022,D42,Crimes Against Property,Other,82,18,82
2023,D41,Crimes Against Property,Break & Enter-Commercial,7,4,7
2018,D12,Crimes Against Property,Theft Over $5000,11,2,11
2021,D31,Crimes Against Property,Break & Enter-Apartment,14,3,14
2014,D23,Crimes Against Property,Fraud,36,8,36
2023,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,8,8
2023,D31,Crimes Against Property,Theft Over $5000,27,3,27
2020,D41,Crimes Against the Person,Assault,136,86,136
2016,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,3,8
2019,D43,Crimes Against Property,Other,26,7,26
2023,D13,Other Federal Statute Violations,Other,1,1,1
2023,D33,Crimes Against the Person,Sexual Violation,6,4,6
2015,D53,Crimes Against Property,Auto Theft,5,2,5
2019,D43,Crimes Against Property,Theft Under $5000,274,55,274
2015,D32,Crimes Against Property,Theft Under $5000,162,34,162
2019,D11,Crimes Against Property,Break & Enter-Commercial,21,2,21
2017,D12,Other Federal Statute Violations,Other,3,3,3
2022,D53,Other Criminal Code Violations,Other,21,16,21
2021,D33,Other Criminal Code Violations,Other,1,1,1
2015,D32,Crimes Against the Person,Attempt Murder,2,2,2
2018,D51,Crimes Against Property,Break & Enter-Commercial,71,16,71
2019,D32,Crimes Against Property,Theft Over $5000,4,1,4
2023,D14,Crimes Against the Person,Other,21,10,21
2022,D33,Crimes Against the Person,Assault,55,34,55
2015,D14,Crimes Against Property,Auto Theft,21,5,21
2017,D53,Crimes Against Property,Auto Theft,1,1,1
2020,D14,Crimes Against the Person,Other,9,7,9
2021,D23,Criminal Code Traffic,Other,5,5,5
2016,D14,Crimes Against the Person,Robbery-Other,25,12,25
2021,D23,Other Federal Statute Violations,Other,3,2,3
2021,D23,Criminal Code Traffic,Other,3,3,3
2017,D31,Crimes Against Property,Break & Enter-House,10,1,10
2019,D12,Crimes Against the Person,Sexual Violation,10,7,10
2019,D11,Crimes Against Property,Other,30,14,30
2017,D12,Crimes Against the Person,Assault,15,9,15
2018,D31,Criminal Code Traffic,Other,1,1,1
2018,D51,Crimes Against Property,Fraud,193,33,193
2020,D14,Crimes Against Property,Break & Enter-Apartment,9,2,9
2016,D43,Crimes Against Property,Break & Enter-Other,4,2,4
2022,D22,Crimes Against the Person,Attempt Murder,1,1,1
2019,D53,Other Federal Statute Violations,Other,1,1,1
2020,D32,Crimes Against Property,Theft Under $5000,93,2,93
2020,D33,Other Criminal Code Violations,Other,15,10,15
2022,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1,2
2018,D31,Controlled Drugs and Substances Act,Other,12,11,12
2015,D55,Crimes Against the Person,Assault,134,88,134
2017,D53,Other Criminal Code Violations,Other,12,12,12
2016,D51,Crimes Against Property,Theft Under $5000,32,1,32
2023,D14,Crimes Against Property,Other,50,8,50
2019,D41,Crimes Against Property,Break & Enter-Commercial,2,2,2
2014,D53,Crimes Against Property,Theft Over $5000,3,2,3
2017,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,11,11
2022,D14,Crimes Against Property,Auto Theft,13,1,13
2021,D22,Crimes Against the Person,Assault,138,74,138
2018,D31,Crimes Against Property,Fraud,97,17,97
2016,D41,Controlled Drugs and Substances Act,Other,4,3,4
2019,D55,Other Federal Statute Violations,Other,3,3,3
2017,D22,Crimes Against Property,Break & Enter-Commercial,17,8,17
2017,D55,Crimes Against the Person,Robbery-Other,33,25,33
2018,D43,Crimes Against Property,Theft Under $5000,38,6,38
2019,D12,Crimes Against Property,Break & Enter-Commercial,11,1,11
2022,D32,Crimes Against Property,Break & Enter-Commercial,8,1,8
2015,D52,Crimes Against Property,Fraud,80,17,80
2014,D22,Crimes Against Property,Auto Theft,65,10,65
2022,D13,Crimes Against the Person,Attempt Murder,1,1,1
2020,D43,Crimes Against the Person,Robbery-Financial,1,1,1
2017,D43,Crimes Against the Person,Sexual Violation,6,2,6
2022,D32,Crimes Against Property,Other,84,22,84
2020,D53,Crimes Against the Person,Robbery-Other,7,3,7
2022,D41,Criminal Code Traffic,Other,2,2,2
2015,D55,Crimes Against Property,Break & Enter-Other,7,2,7
2017,D23,Crimes Against Property,Theft Under $5000,309,119,309
2014,D14,Crimes Against the Person,Robbery-Other,22,13,22
2021,D11,Crimes Against Property,Theft Over $5000,8,1,8
2020,D53,Crimes Against Property,Break & Enter-Commercial,10,2,10
2018,D11,Crimes Against the Person,Assault,94,63,94
2014,D41,Crimes Against Property,Break & Enter-House,11,3,11
2016,D23,Controlled Drugs and Substances Act,Other,22,21,22
2014,D14,Crimes Against Property,Break & Enter-Apartment,17,5,17
2014,D33,Other Criminal Code Violations,Other,21,18,21
2020,D43,Crimes Against the Person,Robbery-Other,31,15,31
2020,D41,Crimes Against the Person,Robbery-Other,2,1,2
2022,D33,Controlled Drugs and Substances Act,Other,6,5,6
2017,D41,Crimes Against Property,Other,114,41,114
2021,D32,Crimes Against the Person,Sexual Violation,10,3,10
2016,D41,Crimes Against Property,Auto Theft,11,1,11
2020,D32,Crimes Against Property,Theft Under $5000,293,86,293
2017,D14,Other Criminal Code Violations,Other,25,22,25
2016,D22,Crimes Against the Person,Assault,27,21,27
2014,D41,Crimes Against the Person,Other,5,2,5
2020,D22,Crimes Against the Person,Other,9,7,9
2016,D53,Crimes Against Property,Other,41,9,41
2016,D41,Crimes Against Property,Break & Enter-House,9,1,9
2019,D53,Crimes Against Property,Theft Under $5000,16,1,16
2016,D32,Crimes Against the Person,Robbery-Other,3,1,3
2018,D33,Other Federal Statute Violations,Other,1,1,1
2019,D52,Crimes Against the Person,Assault,198,109,198
2021,D52,Controlled Drugs and Substances Act,Other,12,11,12
2023,D11,Crimes Against the Person,Sexual Violation,10,5,10
2020,D43,Crimes Against Property,Break & Enter-Commercial,9,2,9
2021,NSA,Criminal Code Traffic,Other,127,107,127
2019,D53,Crimes Against Property,Auto Theft,15,2,15
2023,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,13,10,13
2023,D23,Crimes Against the Person,Robbery-Other,17,7,17
2018,D31,Crimes Against Property,Auto Theft,79,11,79
2018,D51,Crimes Against Property,Theft Under $5000,2582,399,2582
2015,D55,Crimes Against the Person,Other,23,13,23
2018,D52,Crimes Against Property,Fraud,32,10,32
2016,D22,Crimes Against Property,Break & Enter-Commercial,13,6,13
2016,D11,Crimes Against Property,Fraud,50,18,50
2023,D42,Other Criminal Code Violations,Other,3,2,3
2022,D55,Crimes Against the Person,Sexual Violation,13,8,13
2023,D55,Crimes Against Property,Break & Enter-Apartment,3,1,3
2023,D13,Other Criminal Code Violations,Other,6,5,6
2023,D11,Crimes Against Property,Other,120,37,120
2023,D14,Crimes Against the Person,Assault,64,42,64
2015,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,24,22,24
2015,D41,Criminal Code Traffic,Other,12,12,12
2019,NSA,Crimes Against Property,Auto Theft,49,8,49
2018,D31,Other Federal Statute Violations,Other,2,2,2
2019,D55,Crimes Against the Person,Sexual Violation,15,6,15
2019,D32,Crimes Against Property,Fraud,60,4,60
2022,D53,Crimes Against Property,Theft Under $5000,542,73,542
2014,D14,Crimes Against Property,Break & Enter-House,6,3,6
2016,D53,Other Criminal Code Violations,Other,4,4,4
2020,D12,Crimes Against Property,Auto Theft,59,5,59
2018,D22,Crimes Against the Person,Other,49,22,49
2014,D42,Crimes Against the Person,Assault,13,5,13
2018,D41,Crimes Against Property,Theft Under $5000,231,54,231
2020,D41,Other Criminal Code Violations,Other,111,100,111
2020,D55,Crimes Against Property,Break & Enter-Apartment,7,1,7
2021,D53,Crimes Against the Person,Other,10,2,10
2018,D33,Crimes Against the Person,Other,21,11,21
2019,D41,Crimes Against Property,Auto Theft,96,4,96
2019,D53,Crimes Against Property,Break & Enter-House,13,3,13
2020,D32,Crimes Against the Person,Other,21,13,21
2018,D14,Crimes Against the Person,Sexual Violation,33,17,33
2014,D32,Crimes Against Property,Auto Theft,22,1,22
2019,D43,Crimes Against Property,Auto Theft,48,10,48
2017,D33,Criminal Code Traffic,Other,9,9,9
2018,D22,Crimes Against Property,Break & Enter-Apartment,13,1,13
2022,D22,Criminal Code Traffic,Other,17,16,17
2015,D23,Criminal Code Traffic,Other,2,2,2
2014,D53,Crimes Against Property,Break & Enter-Commercial,9,6,9
2022,D51,Crimes Against Property,Break & Enter-Commercial,13,5,13
2021,D33,Controlled Drugs and Substances Act,Other,4,4,4
2018,D55,Crimes Against the Person,Sexual Violation,10,4,10
2014,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,12,12
2014,D55,Other Criminal Code Violations,Other,1,1,1
2014,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,4,5
2023,D14,Controlled Drugs and Substances Act,Other,2,2,2
2021,D32,Crimes Against the Person,Assault,66,42,66
2016,D42,Other Criminal Code Violations,Other,68,59,68
2020,D14,Controlled Drugs and Substances Act,Other,18,17,18
2015,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1
2021,D52,Crimes Against Property,Break & Enter-Other,11,7,11
2015,D43,Crimes Against the Person,Sexual Violation,5,2,5
2015,D43,Crimes Against Property,Break & Enter-Apartment,35,6,35
2020,D53,Controlled Drugs and Substances Act,Other,10,10,10
2014,D53,Crimes Against the Person,Assault,81,62,81
2019,D23,Crimes Against Property,Auto Theft,488,38,488
2017,D14,Crimes Against the Person,Other,20,11,20
2017,D32,Crimes Against Property,Other,34,15,34
2020,D14,Crimes Against Property,Break & Enter-Commercial,15,5,15
2015,D55,Crimes Against Property,Break & Enter-Apartment,5,1,5
2017,D55,Crimes Against the Person,Assault,5,1,5
2020,D13,Crimes Against Property,Break & Enter-House,13,2,13
2015,NSA,Controlled Drugs and Substances Act,Other,1,1,1
2018,D13,Crimes Against Property,Fraud,41,5,41
2017,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,3
2014,D53,Controlled Drugs and Substances Act,Other,5,4,5
2021,D42,Crimes Against Property,Break & Enter-Commercial,3,2,3
2021,D14,Crimes Against Property,Fraud,44,3,44
2020,D55,Crimes Against Property,Fraud,36,1,36
2021,D31,Crimes Against the Person,Attempt Murder,2,1,2
2020,D33,Crimes Against Property,Other,39,4,39
2019,D33,Other Criminal Code Violations,Other,14,13,14
2014,D22,Crimes Against Property,Theft Under $5000,126,63,126
2023,D14,Crimes Against the Person,Other,24,18,24
2019,D51,Crimes Against the Person,Sexual Violation,12,5,12
2022,D32,Crimes Against Property,Auto Theft,20,3,20
2019,D53,Crimes Against Property,Break & Enter-Apartment,22,3,22
2023,D53,Crimes Against Property,Other,50,15,50
2023,D23,Crimes Against Property,Fraud,81,3,81
2014,D32,Crimes Against the Person,Sexual Violation,4,1,4
2021,D51,Crimes Against the Person,Robbery-Other,30,14,30
2022,D11,Crimes Against the Person,Sexual Violation,2,2,2
2019,D14,Crimes Against Property,Theft Under $5000,331,43,331
2015,D53,Controlled Drugs and Substances Act,Other,1,1,1
2023,D43,Crimes Against Property,Fraud,162,12,162
2023,D31,Crimes Against Property,Auto Theft,61,1,61
2015,D32,Crimes Against Property,Fraud,44,5,44
2016,D32,Crimes Against Property,Other,80,21,80
2015,D11,Controlled Drugs and Substances Act,Other,9,8,9
2018,D13,Crimes Against Property,Break & Enter-Commercial,3,1,3
2017,D22,Crimes Against Property,Auto Theft,35,7,35
2017,D43,Other Federal Statute Violations,Other,4,2,4
2017,D11,Other Criminal Code Violations,Other,2,2,2
2017,D55,Criminal Code Traffic,Other,2,1,2
2019,D14,Crimes Against Property,Theft Under $5000,289,36,289
2016,D53,Controlled Drugs and Substances Act,Other,15,13,15
2023,D51,Crimes Against Property,Break & Enter-Other,13,8,13
2017,D55,Other Criminal Code Violations,Other,27,26,27
2019,D42,Crimes Against the Person,Assault,103,66,103
2017,D43,Crimes Against Property,Other,60,27,60
2016,D12,Other Criminal Code Violations,Other,12,12,12
2014,D43,Other Criminal Code Violations,Other,11,11,11
2018,D33,Crimes Against Property,Break & Enter-Commercial,5,3,5
2023,D41,Criminal Code Traffic,Other,8,5,8
2014,D52,Crimes Against the Person,Robbery-Financial,1,1,1
2022,D13,Other Criminal Code Violations,Other,40,36,40
2017,D55,Crimes Against Property,Theft Over $5000,19,4,19
2014,D32,Crimes Against Property,Theft Over $5000,5,1,5
2018,D33,Crimes Against Property,Break & Enter-Apartment,22,4,22
2022,D43,Criminal Code Traffic,Other,27,21,27
2015,D23,Crimes Against Property,Break & Enter-Apartment,9,2,9
2016,D23,Crimes Against the Person,Robbery-Financial,3,2,3
